NPI Number,Hospital Name,IDN
1477812519,Good Hope Hospital,
1720470974,Holy Cross Hospital - Mountain Point (FKA Mountain Point Medical Center),Centura Health
1154745685,Select Specialty Hospital - Lincoln (Closed),Select Medical Corporation
1477976991,Select Specialty Hospital - Des Moines,Select Medical Corporation
1376988907,Kailo Behavioral Hospital (Closed),
1437593605,Rebound Behavioral Health Hospital,Acadia Healthcare
1659700086,Palo Verde Behavioral Health,Universal Health Services
1740604636,Quail Run Behavioral Health,Universal Health Services
1639422504,Baptist Neighborhood Hospital - Schertz,Baptist Health System - San Antonio TX
1205189172,Baptist Neighborhood Hospital - Overlook,Baptist Health System - San Antonio TX
1174741169,HonorHealth Greenbaum Surgical Specialty Hospital,HonorHealth (FKA Scottsdale Lincoln Health Network)
1326320680,San Joaquin County Mental Health Services Psychiatric Health Facility,
1972827343,American River Psychiatric Health Facility,Crestwood Behavioral Health
1255881074,LA Downtown Medical Center - Ingleside Campus (FKA Silver Lake Medical Center - Ingleside Campus),LA Downtown Medical Center
,Silver Lake Medical Center Health System (Closed),Silver Lake Medical Center Health System (Closed)
1780926964,Santa Cruz County Psychiatric Health Facility,Telecare Corporation
1740600709,Suncoast Behavioral Health Center,Universal Health Services
1073678165,OSF Saint Clares Hospital (Closed - No Longer Offering Inpatient Services),OSF HealthCare
1457772402,Park Center (Closed - No Longer Offering Hospital Services),Parkview Health
1821317868,Carolinas ContinueCARE Hospital at Kings Mountain (Closed),Community Hospital Corporation ContinueCARE
1588005888,ContinueCARE Hospital at Midland Memorial (Closed),Community Hospital Corporation ContinueCARE
1093132300,ContinueCARE Hospital at Baptist Health Paducah,Community Hospital Corporation ContinueCARE
1295121457,ContinueCARE Hospital at Medical Center,Community Hospital Corporation ContinueCARE
1518384833,ContinueCARE Hospital at Baptist Health Madisonville,Community Hospital Corporation ContinueCARE
1588074868,Select Specialty Hospital - Weirton (FKA Acuity Specialty Hospital of Ohio Valley - Weirton Campus),Select Medical Corporation
1801379094,Sheppard Pratt - Ellicott City Campus (Closed no website and phone number doesnt work),Sheppard Pratt Health System
1518150499,MCFP Springfield,Federal Bureau of Prisons
1861676439,Ascension All Saints at Wisconsin Avenue (FKA Ascension Wheaton Franciscan Healthcare - All Saints Wisconsin Avenue Campus),Ascension Wisconsin (FKA Ascension Wheaton Franciscan Healthcare)
,Select Specialty Hospital - Fox Valley (Closed),Select Medical Corporation
,UT Health Behavioral Hospital (FKA East Texas Medical Center Behavioral Health Center Tyler - Closed),UT Health East Texas (FKA East Texas Medical Center Regional Healthcare System)
,Montgomery County Mental Health Treatment Facility,Wellpath (FKA Correct Care Recovery Solutions)
1164822185,Helen M Simpson Rehabilitation Hospital,Select Medical Corporation
1245631944,Encompass Health Rehabilitation Hospital of Middletown (FKA HealthSouth Rehabilitation Hospital of Middletown),Encompass Health Corporation (FKA HealthSouth)
1912649914,Select Specialty Hospital - Boardman,Select Medical Corporation
1982019006,Encompass Health Rehabilitation Hospital of Newnan (FKA HealthSouth Rehabilitation Hospital of Newnan),Encompass Health Corporation (FKA HealthSouth)
1215354899,Westpark Springs,Springstone Inc
1235553066,Baptist Memorial Rehabilitation Hospital,Baptist Memorial Health Care Corporation
1275956807,Georgetown Behavioral Health Institute,Aurora Behavioral Health Care
1225462336,Signature Psychiatric Hospital,CenterPointe Hospitals
1649605403,San Leandro Medical Center,Kaiser Permanente Northern California
1174950851,Ocean View Psychiatric Facility,
1053754606,Pelican Rehabilitation Hospital (Closed),
1083041776,St Mary Rehabilitation Hospital,Trinity Health Mid-Atlantic (AKA Mercy Health System of Southeastern Pennsylvania)
1871928473,Mercy Rehabilitation Hospital Springfield,Mercy (MO)
1750702312,Oasis Behavioral Health,Acadia Healthcare
1366880627,Mesa Springs,Springstone Inc
1568885549,Rock Prairie Behavioral Health (Closed),Strategic Behavioral Health (Closed)
1457820995,Altus Baytown Hospital,Altus Health System (AKA Altus Hospitals)
1124577705,The Christ Hospital Medical Center - Liberty Township,Christ Hospital System (AKA the Christ Hospital Health Network)
1427103910,Trinity Hospital,Trinity Health (ND)
1215981493,Hastings Regional Center,Nebraska Department of Health & Human Services
1245276674,Lasting Hope Recovery Center,CHI Health (FKA Alegent Creighton Health)
,Madonna Rehabilitation Specialty Hospital - Bellevue (Closed),Madonna Rehabilitation Hospital System
1538522412,THOP Transmountain Campus,The Hospitals of Providence (FKA Sierra Providence Health Network)
1710145529,North Carolina Heart & Vascular Hospital - Raleigh,UNC REX Healthcare (FKA Rex Healthcare)
,Mid Coast-Parkview Health (Closed - Absorbed by MaineHealth),Mid Coast-Parkview Health (Closed - Absorbed by MaineHealth)
1457791105,Dallas Behavioral Healthcare Hospital,Aurora Behavioral Health Care
1205877172,Faxton Campus - Mohawk Valley Health System (AKA Faxton St Lukes Healthcare - Faxton Campus),Mohawk Valley Health System
1548288475,UMC Childrens Hospital,UMC Health System
,South Cameron Memorial Hospital Health System (Closed),South Cameron Memorial Hospital Health System (Closed)
,Select Specialty Hospital - Garland (Closed),Select Medical Corporation
1265772263,Memorial Hermann Pearland Hospital,Memorial Hermann Health System
1639737349,MUSC Health Shawn Jenkins Childrens Hospital (FKA MUSC Childrens Hospital),Medical University of South Carolina Health System (AKA MUSC Health)
1750459855,Albert Solnit Psychiatric Childrens Center - South Campus,
1487053260,Assurance Health Psychiatric Hospital (Closed 2018-05-01),Assurance Health System
1275071730,Encompass Health Rehabilitation Hospital of New England at Lowell (FKA HealthSouth New England Rehabilitation Hospital at Lowell),Encompass Health Corporation (FKA HealthSouth)
1629495437,Encompass Health Rehabilitation Hospital of New England at Beverly (FKA HealthSouth New England Rehabilitation Hospital at Beverly),Encompass Health Corporation (FKA HealthSouth)
1629190269,Encompass Health Rehabilitation Hospital of Braintree at Framingham (FKA HealthSouth Braintree Rehabilitation Hospital at Framingham),Encompass Health Corporation (FKA HealthSouth)
1528069101,Heartland Behavioral Health Services (AKA Heartland Behavioral Hospital),Universal Health Services
1790115939,Center for Behavioral Health - Osage Beach (FKA Osage Beach Center for Cognitive Disorders),
1518294107,New Mexico Behavioral Health Institute,New Mexico Department of Health
1871934877,Desert Parkway Behavioral Healthcare Hospital,Signature Healthcare Services
1891193868,Oceans Behavioral Hospital Katy,Oceans Healthcare
1720411713,Sundance Hospital Dallas (Closed),Sundance Behavioral Healthcare System (Closed)
1053749895,Spring Hospital (FKA Spring Central Hospital),Spring plus Heights Hospital
1942231063,Kempsville Center for Behavioral Health,Universal Health Services
,FMC Carswell,Federal Bureau of Prisons
,Sundance Behavioral Healthcare System (Closed),Sundance Behavioral Healthcare System (Closed)
1063946788,Central State Hospital,Georgia Department of Behavioral Health and Developmental Disabilities (AKA Central State Hospital - System)
1487648721,Child Study and Treatment Center,Washington State Department of Social and Health Services
1003133695,Totally Kids Rehabilitation Hospital,
1992919237,PAM Health Specialty Hospital of Sparks (FKA Tahoe Pacific Hospitals - North),PAM Health (FKA Post Acute Medical)
1992988802,Puerto Rico Womens and Children Hospital (FKA Puerto Rico Childrens Hospital),
1710389929,Laredo Rehabilitation Hospital,Ernest Health
1144625153,Cross Creek Hospital,Acadia Healthcare
1790932051,University of Massachusetts Amherst Health Services (Closed),
,AMITA Health (Closed),AMITA Health (Closed)
1033536727,Select Specialty Hospital - Daytona Beach,Select Medical Corporation
1972909109,Encompass Health Rehabilitation Hospital of Savannah (FKA Rehabilitation Hospital of Savannah),Encompass Health Corporation (FKA HealthSouth)
1689098790,Houston Behavioral Healthcare Hospital,Aurora Behavioral Health Care
1871911016,Medical City Alliance,HCA Medical City Healthcare (AKA HCA North Texas Division)
1871917971,San Antonio Behavioral Healthcare Hospital,Signature Healthcare Services
1780025148,Haven Behavioral Hospital of Frisco,Haven Behavioral Healthcare
1184029811,Select Specialty Hospital - Dallas Downtown,Select Medical Corporation
1891953725,Olive Glen Foundation,
1578941191,NeuroPsychiatric Hospital of Indianapolis,NeuroPsychiatric Hospitals (FKA Physicians Hospital System)
1134521685,Perimeter Behavioral Hospital of West Memphis (FKA WoodRidge Behavioral Hospital),Perimeter Healthcare
1962809541,Texas Rehabilitation Hospital of Arlington,Texas Health Resources
1861882532,PAM Rehabilitation Hospital of Clear Lake (FKA Bay Area Rehabilitation Hospital of Webster),PAM Health (FKA Post Acute Medical)
1215940523,Northern Light Acadia Hospital,Northern Light Health (FKA Eastern Maine Healthcare Systems)
,Memorial Hermann Cypress Hospital,Memorial Hermann Health System
,FMC Butner,Federal Bureau of Prisons
1174716229,FMC Lexington,Federal Bureau of Prisons
1023469749,FMC Rochester,Federal Bureau of Prisons
1053644773,FMC Devens,Federal Bureau of Prisons
1144778556,Texas Health Seay Behavioral Health Plano,Texas Health Resources
1336533595,First Texas Hospital (Closed),Texas Health Resources
1447658810,Childrens Health Specialty Center Southlake (Closed),
1184014433,WellBridge San Marcos (FKA Oceans Behavioral Hospital San Marcos - Closed),WellBridge Healthcare (Closed)
1053317362,DHR Health Behavioral Hospital,DHR Health
1225132863,DHR Health Rehabilitation Hospital,DHR Health
1710970397,Ascension Providence DePaul Center,Ascension Providence (FKA Providence Healthcare Network)
1043880123,Cecil Bomar Rehabilitation Center (Closed - No Longer Offering Hospital Services),Nacogdoches Memorial Health
1114475530,Texas Health Springwood Behavioral Health Hospital HEB,Texas Health Resources
1720474919,Texas General - Grand Saline Hospital (Closed),Texas General Hospital Health System (Closed)
1811142359,Methodist Campus for Continuing Care,Methodist Health System
1720087729,TMC Behavioral Health Center,Universal Health Services
1457770687,DHR Health Womens Hospital,DHR Health
1932573417,CHI St Joseph Health Rehabilitation Hospital,Encompass Health Corporation (FKA HealthSouth)
1003281452,Henderson Hospital,The Valley Health System
1780009142,Crestwood Psychiatric Health Facility - Solano,Crestwood Behavioral Health
1033530746,Stanislaus County Psychiatric Health Facility,Telecare Corporation
1609125525,Restpadd Psychiatric Health Facility - Redding,Restpadd Inc
1922409788,Perimeter Behavioral of Jackson (FKA Oaks Behavioral Hospital),Perimeter Healthcare
1932595659,Physicians Regional North (FKA Landmark Hospital of Southwest Florida),Physicians Regional Healthcare System
1083809883,Reception and Medical Center,
1831583145,UW Health Rehabilitation Hospital,University of Wisconsin Health (AKA UW Health)
,Texas General Hospital Health System (Closed),Texas General Hospital Health System (Closed)
1962736991,HRH East Campus (FKA Grays Harbor Community Hospital - East Campus - Closed),Harbor Regional Health (FKA Grays Harbor Community Hospital System)
1265801559,Bozeman Health Big Sky Medical Center,Bozeman Health
1780626556,Eleanor Slater Hospital - Zambarano Unit,Rhode Island Department of Behavioral Healthcare Developmental Disabilities and Hospitals
1023494473,Memorial Hospital Shiloh (FKA Memorial Hospital East),BJC HealthCare
1336540491,Valley Health Specialty Hospital (FKA Orthopedic Specialty Hospital of Nevada),The Valley Health System
1831590660,St Lukes Nampa Medical Center,St Lukes Health System (Boise ID)
1326564071,MultiCare Covington Medical Center,MultiCare Health System
1528442357,UCHealth Broomfield Hospital,UCHealth (AKA University of Colorado Health)
1255875746,Arkansas Childrens Northwest,Arkansas Childrens Hospital System
1841757127,Metropolitan Transition Center Correctional Facility,
,Augusta University Medical Center - Columbia County (Opening 2025),Augusta University Health (FKA Georgia Regents Health System)
,REX Holly Springs Hospital,UNC REX Healthcare (FKA Rex Healthcare)
1194117085,UM Capital Region Medical Center,University of Maryland Capital Region Health (FKA Dimensions Healthcare System)
1245785567,Oviedo Medical Center,HCA Florida Healthcare - HCA North Florida Division
1184722779,UC San Diego Health - Jacobs Medical Center,University of California San Diego Health System (AKA UC San Diego Health)
1477925444,Saint Peter Regional Treatment Center,
,Compass Pointe Healthcare System (Closed),Compass Pointe Healthcare System (Closed)
1720430937,Denver Springs,Springstone Inc
1336504380,Copper Springs,Springstone Inc
1336637438,Childrens Hospital Colorado - Colorado Springs,Childrens Hospital Colorado System
1962000273,Wesley Childrens Hospital,HCA Continental Division - Wesley Healthcare
1609297506,Summit Medical Center,
1093171951,Champion Medical Center Baton Rouge (Closed),
1508221847,TriHealth Rehabilitation Hospital,Select Medical Corporation
1275922239,Oregon State Hospital - Junction City,Oregon Health Authority
1871974436,Clear View Behavioral Health (Closed),Strategic Behavioral Health (Closed)
1841428661,Monroe Carell Jr Childrens Hospital Vanderbilt at Williamson Medical Center,Williamson Health (FKA Williamson Medical Center System)
1518996354,High Point Hospital (Closed),
1871971135,Inova Womens Hospital,Inova (AKA Inova Health System)
1598139891,Encompass Health Rehabilitation Hospital of Modesto (FKA HealthSouth Rehabilitation Hospital of Modesto),Encompass Health Corporation (FKA HealthSouth)
1811406051,Triangle Springs,Springstone Inc
1548517410,Stony Brook Childrens (AKA Stony Brook Childrens Hospital),Stony Brook Medicine (AKA Stony Brook University Hospital System)
